Timestamp,User_ID,Page_Visited,Device_Type,Region,Session_Duration,Bounce_Rate,Conversion,Page_Load_Time
1/8/2024 15:15,user_115,Help,Tablet,South America,,0.86,0,1.59
1/8/2024 15:30,user_617,Profile,Tablet,Europe,498.87,0.39,0,7.92
1/8/2024 15:45,user_903,Checkout,Mobile,Europe,34.32,0,0,7.35
1/8/2024 16:00,user_196,Product,Tablet,Africa,,0.27,0,6.73
1/8/2024 16:15,user_826,Help,Tablet,Africa,331.3,0.6,0,1.97
1/8/2024 16:30,user_501,Home,Tablet,Europe,122.4,0.8,0,3.05
1/8/2024 16:45,user_626,Login,Desktop,Europe,193.77,0.13,0,4.24
1/8/2024 17:00,user_493,Search,Mobile,South America,172.75,0.11,1,3.16
1/8/2024 17:15,user_75,Home,Desktop,Europe,320.86,0.92,0,2.66
1/8/2024 17:30,user_413,Checkout,Mobile,Asia,35.75,0.75,0,8.15
1/8/2024 17:45,user_376,Search,Mobile,North America,99.33,0.59,0,6.56
1/8/2024 18:00,user_420,Login,Tablet,Europe,488.55,0.77,1,5.87
1/8/2024 18:15,user_729,Login,Mobile,Africa,83.9,0.43,0,2.65
1/8/2024 18:30,user_277,Product,Desktop,Asia,143.87,0.76,0,9.22
1/8/2024 18:45,user_761,Search,Desktop,Africa,274.76,0.37,0,2.32
1/8/2024 19:00,user_676,Product,Desktop,Asia,312.69,0.24,0,8.05
1/8/2024 19:15,user_394,Home,Mobile,Europe,459.35,,0,9.68
1/8/2024 19:30,user_869,Profile,Desktop,North America,271.16,0.42,1,7.41
1/8/2024 19:45,user_457,Profile,,Africa,474.97,0.98,0,9.93
1/8/2024 20:00,user_920,Profile,Desktop,Asia,372.92,,1,6.68
1/8/2024 20:15,user_192,Search,Desktop,South America,,0.92,0,2.57
1/8/2024 20:30,user_739,Profile,Mobile,Europe,98.02,0.93,0,2.44
1/8/2024 20:45,user_689,Home,Desktop,North America,265.04,0.24,0,3.58
1/8/2024 21:00,user_99,Product,Tablet,Europe,241.15,0.8,0,0.57
1/8/2024 21:15,user_548,Search,,South America,447.41,0.43,0,6.98
1/8/2024 21:30,user_978,Product,Mobile,North America,350.54,0.92,1,3.05
1/8/2024 21:45,user_999,Search,Mobile,South America,235.94,0.45,0,8.24
1/8/2024 22:00,user_96,Product,Tablet,Europe,106.6,0.74,0,3.91
1/8/2024 22:15,user_664,Login,Mobile,Asia,139.97,0.47,0,5.06
1/8/2024 22:30,user_663,Product,Desktop,Europe,347.42,0.23,0,9.67
1/8/2024 22:45,user_190,Profile,Desktop,Europe,256.95,0.2,0,2.8
1/8/2024 23:00,user_736,Login,Desktop,Europe,311.38,0.43,1,7.35
1/8/2024 23:15,user_37,Product,Mobile,Africa,106.55,0.76,0,7.67
1/8/2024 23:30,user_780,Search,,South America,399.43,0.61,0,2.6
1/8/2024 23:45,user_369,Search,,South America,512.26,0.69,0,5.26
1/9/2024 0:00,user_695,Search,Desktop,South America,158.47,0.28,0,3.83
1/9/2024 0:15,user_525,Checkout,Tablet,Africa,297.45,0.48,0,7.83
1/9/2024 0:30,user_279,Home,Tablet,Asia,585.44,0.04,0,6.41
1/9/2024 0:45,user_217,Search,Tablet,Europe,203.28,0.82,0,
1/9/2024 1:00,user_867,Login,Tablet,Asia,359.05,0.99,0,7.9
1/9/2024 1:15,user_873,Search,Mobile,Africa,58.67,0.41,0,2.73
1/9/2024 1:30,user_798,Checkout,Desktop,South America,365.58,0.01,0,7.66
1/9/2024 1:45,user_273,Profile,Tablet,Europe,58.33,0.17,0,8.72
1/9/2024 2:00,user_881,Login,Mobile,North America,575.75,,0,8.85
1/9/2024 2:15,user_62,Checkout,Tablet,North America,430.82,0.61,0,7.94
1/9/2024 2:30,user_596,Profile,Tablet,Asia,473.96,0.79,0,4.38
1/9/2024 2:45,user_880,Help,Mobile,South America,423.94,0.25,0,9.83
1/9/2024 3:00,user_729,Help,Mobile,North America,,0.76,1,4.11
1/9/2024 3:15,user_342,Login,Desktop,Asia,,0.69,0,6.57
1/9/2024 3:30,user_397,Product,Desktop,Africa,515.73,0.32,0,
1/9/2024 3:45,user_699,Home,Tablet,Asia,574.32,0.55,0,9.81
1/9/2024 4:00,user_19,Home,Tablet,Asia,301.93,0.15,0,7.19
1/9/2024 4:15,user_177,Checkout,Desktop,Asia,559.26,0.45,0,7.66
1/9/2024 4:30,user_612,Profile,Desktop,Europe,352.08,0.88,0,1.12
1/9/2024 4:45,user_396,Home,Mobile,Asia,325.34,0.42,0,7.75
1/9/2024 5:00,user_445,Profile,Desktop,Asia,275.42,0.84,0,7.86
1/9/2024 5:15,user_233,Profile,Desktop,Europe,129.53,0.59,0,6.88
1/9/2024 5:30,user_915,Checkout,Tablet,Europe,7.21,,0,3.27
1/9/2024 5:45,user_76,Checkout,Desktop,Africa,148.7,0.58,0,5.15
1/9/2024 6:00,user_265,Checkout,Tablet,South America,308.29,0.51,0,1.55
1/9/2024 6:15,user_455,Home,Desktop,North America,231.08,0.4,0,4.98
1/9/2024 6:30,user_796,Help,Mobile,North America,271.85,,0,2.82
1/9/2024 6:45,user_718,Checkout,Desktop,Asia,588.49,0.42,0,3.82
1/9/2024 7:00,user_735,Home,Desktop,Africa,213.41,,0,
1/9/2024 7:15,user_384,Checkout,Desktop,Asia,274.05,0.1,0,2.69
1/9/2024 7:30,user_564,Search,Tablet,North America,84.44,0.42,0,1.23
1/9/2024 7:45,user_851,Profile,Mobile,Europe,33.53,0.31,0,9.24
1/9/2024 8:00,user_506,Checkout,Desktop,South America,466.37,0.93,0,5.54
1/9/2024 8:15,user_367,Login,Tablet,Africa,344.56,0.38,0,4.27
1/9/2024 8:30,user_144,Profile,,Europe,457.62,0.76,1,5.58
1/9/2024 8:45,user_885,Profile,Tablet,South America,94.17,0.53,0,6.47
1/9/2024 9:00,user_69,Checkout,Tablet,Africa,345.24,,1,9.26
1/9/2024 9:15,user_99,Help,Mobile,Africa,155.92,0.26,0,2.2
1/9/2024 9:30,user_396,Product,Desktop,North America,140.7,0.94,0,3.31
1/9/2024 9:45,user_25,Help,Tablet,Europe,11.86,0.53,0,9.77
1/9/2024 10:00,user_948,Checkout,Tablet,Africa,82.55,0.83,0,4.03
1/9/2024 10:15,user_891,Profile,Desktop,Africa,189.01,0.37,0,0.71
1/9/2024 10:30,user_469,Login,Desktop,South America,74.54,0.1,0,1.9
1/9/2024 10:45,user_484,Profile,Mobile,North America,591.59,0.67,0,0.75
1/9/2024 11:00,user_565,Help,Mobile,Asia,188.64,,0,9.9
1/9/2024 11:15,user_151,Login,Mobile,North America,82.54,0.48,0,3.15
1/9/2024 11:30,user_144,Home,Desktop,Asia,123.45,0.19,1,
1/9/2024 11:45,user_569,Search,Tablet,Europe,354.68,0.63,0,9.96
1/9/2024 12:00,user_39,Profile,Tablet,Europe,43.11,0.98,0,6.2
1/9/2024 12:15,user_109,Checkout,Mobile,Africa,518.15,0.46,0,0.82
1/9/2024 12:30,user_693,Home,Desktop,Europe,577.09,0.82,1,1.28
1/9/2024 12:45,user_42,Search,Tablet,Africa,151.81,0.51,0,5.08
1/9/2024 13:00,user_186,Checkout,Mobile,North America,272.81,0.5,0,4.36
1/9/2024 13:15,user_935,Product,Tablet,Europe,,0.93,0,6.26
1/9/2024 13:30,user_398,Checkout,Tablet,North America,386.22,0.89,0,4.67
1/9/2024 13:45,user_223,Login,Desktop,North America,251.29,0.79,0,9.37
1/9/2024 14:00,user_634,Login,Desktop,Europe,165.68,0.3,0,5.58
1/9/2024 14:15,user_133,Product,Tablet,North America,128.07,0.55,0,7.09
1/9/2024 14:30,user_163,Home,Mobile,Europe,394.14,0.22,0,9.02
1/9/2024 14:45,user_215,Search,Desktop,Europe,252.65,0.44,0,1.9
1/9/2024 15:00,user_733,Checkout,,Europe,111.9,0.48,0,2.68
1/9/2024 15:15,user_235,Login,Desktop,Asia,415.02,,0,1.52
1/9/2024 15:30,user_843,Home,,North America,341.22,0.9,0,1.83
1/9/2024 15:45,user_658,Product,Desktop,South America,515.91,0.41,0,5.37
1/9/2024 16:00,user_751,Help,Tablet,Europe,74.9,0.02,0,3.55
1/9/2024 16:15,user_588,Profile,,North America,472.47,0.86,1,4.52
1/9/2024 16:30,user_9,Help,Mobile,Africa,405.74,0.17,0,9.83
1/9/2024 16:45,user_74,Help,Mobile,Europe,73.43,0.62,0,1.99
1/9/2024 17:00,user_954,Login,Desktop,Europe,418.42,0.02,0,5.64
1/9/2024 17:15,user_492,Product,Tablet,South America,267.72,0.4,1,1.44
1/9/2024 17:30,user_913,Checkout,,Asia,567.27,0.99,0,3.53
1/9/2024 17:45,user_253,Help,Mobile,Asia,89.26,0.1,0,5.51
1/9/2024 18:00,user_230,Help,Mobile,Europe,387.49,0.42,0,9.49
1/9/2024 18:15,user_519,Search,Tablet,North America,232.28,0.31,0,4.22
1/9/2024 18:30,user_174,Login,Desktop,Africa,574.3,,0,1.12
1/9/2024 18:45,user_653,Login,Mobile,Africa,201.34,,0,4.19
1/9/2024 19:00,user_168,Checkout,Tablet,North America,577.5,0.24,1,1.88
1/9/2024 19:15,user_170,Profile,Desktop,Europe,541.38,0.08,0,2.68
1/9/2024 19:30,user_393,Home,Desktop,Africa,165.88,0.63,0,6.37
1/9/2024 19:45,user_946,Search,Mobile,Asia,483.11,0.34,0,1.14
1/9/2024 20:00,user_795,Login,Mobile,North America,597.38,0.67,1,4.91
1/9/2024 20:15,user_634,Search,Desktop,South America,155.33,0.03,0,6.29
1/9/2024 20:30,user_194,Login,Desktop,Europe,,0.13,0,4.51
1/9/2024 20:45,user_517,Search,Mobile,North America,314.51,0.69,1,0.68
1/9/2024 21:00,user_29,Product,Desktop,Africa,180.48,0.21,0,9.86
1/9/2024 21:15,user_165,Help,Mobile,Europe,14.08,0.86,0,3.99
1/9/2024 21:30,user_422,Login,Desktop,Asia,135.98,0.06,0,7.9
1/9/2024 21:45,user_339,Search,Mobile,Europe,,0.22,1,3.59
1/9/2024 22:00,user_648,Home,Tablet,Europe,268.94,1,0,5.01
1/9/2024 22:15,user_496,Product,Mobile,Asia,106.81,0.43,0,4.19
1/9/2024 22:30,user_365,Product,Mobile,Asia,524.59,0.7,0,3.75
1/9/2024 22:45,user_833,Home,,Europe,,0.18,0,0.71
1/9/2024 23:00,user_342,Search,Desktop,Asia,55.69,0.61,1,3.92
1/9/2024 23:15,user_500,Checkout,Tablet,North America,391.81,0.73,1,8.95
1/9/2024 23:30,user_657,Home,Mobile,Asia,,0.31,0,7.06
1/9/2024 23:45,user_511,Search,Desktop,Asia,573.95,0.83,0,1.88
1/10/2024 0:00,user_327,Home,Tablet,Europe,,0.6,0,6.12
1/10/2024 0:15,user_217,Home,Desktop,North America,152.52,0.39,0,8.98
1/10/2024 0:30,user_301,Login,Desktop,South America,557.04,0.56,0,7.15
1/10/2024 0:45,user_132,Search,Tablet,South America,559.62,0.58,0,1.91
1/10/2024 1:00,user_804,Checkout,Desktop,Africa,433.75,0.17,0,8.74
1/10/2024 1:15,user_70,Help,Tablet,Asia,460.63,0.4,0,3.36
1/10/2024 1:30,user_252,Login,Mobile,Asia,59.43,0.34,0,4.81
1/10/2024 1:45,user_415,Home,Desktop,North America,310.76,0.4,0,5.5
1/10/2024 2:00,user_787,Help,Mobile,South America,142.79,0.76,0,8.58
1/10/2024 2:15,user_445,Profile,Mobile,Africa,112.82,0.48,0,9.35
1/10/2024 2:30,user_876,Help,Desktop,North America,487.13,0.94,0,9.33
1/10/2024 2:45,user_182,Home,Tablet,Asia,85.35,0.29,0,0.58
1/10/2024 3:00,user_167,Home,Desktop,South America,283.85,0.42,0,9.26
1/10/2024 3:15,user_91,Search,Mobile,Africa,563.45,0.79,0,1.02
1/10/2024 3:30,user_714,Search,Mobile,Europe,115.57,0.55,0,3.02
1/10/2024 3:45,user_858,Login,Tablet,South America,586.91,0.55,0,5.39
1/10/2024 4:00,user_531,Checkout,Desktop,Africa,596.6,0.05,0,
1/10/2024 4:15,user_39,Login,Mobile,North America,335.59,0.4,0,6.24
1/10/2024 4:30,user_126,Product,Mobile,Europe,106.23,0.27,0,5.05
1/10/2024 4:45,user_451,Home,Mobile,Africa,193.08,1,0,9.38
1/10/2024 5:00,user_173,Help,Tablet,Africa,,0.31,0,2.79
1/10/2024 5:15,user_653,Profile,Mobile,Asia,189.05,0.88,1,3.1
1/10/2024 5:30,user_754,Home,Mobile,South America,171.98,0.68,0,9.25
1/10/2024 5:45,user_220,Home,Desktop,Asia,,0.34,2,1.23
1/10/2024 6:00,user_638,Login,Desktop,Europe,96.25,0.54,0,6.29
1/10/2024 6:15,user_58,Profile,Mobile,Africa,441.33,0.84,0,6.98
1/10/2024 6:30,user_660,Profile,Mobile,Asia,5.24,0.88,0,5.3
1/10/2024 6:45,user_476,Profile,Desktop,South America,359.73,0.16,0,7.1
1/10/2024 7:00,user_456,Login,Tablet,Europe,549.99,0.34,1,2.14
1/10/2024 7:15,user_829,Home,Tablet,North America,176.32,0.34,0,8.6
1/10/2024 7:30,user_895,Login,Tablet,Asia,115.39,0.04,1,
1/10/2024 7:45,user_361,Search,,Europe,392.75,0.6,0,4.31
1/10/2024 8:00,user_935,Search,Tablet,North America,429,0.85,0,1.21
1/10/2024 8:15,user_1,Login,Tablet,Asia,414.38,0.38,0,5.68
1/10/2024 8:30,user_387,Profile,Tablet,Europe,194.99,0.74,0,6.86
1/10/2024 8:45,user_973,Home,Tablet,Europe,155.06,0.63,0,9.44
1/10/2024 9:00,user_348,Login,,Asia,573.77,0.38,0,7.52
1/10/2024 9:15,user_190,Login,Tablet,Europe,554.36,0.14,0,5.64
1/10/2024 9:30,user_505,Login,Tablet,Africa,277.1,0.71,1,9.36
1/10/2024 9:45,user_191,Product,Tablet,Asia,508.49,0.85,0,5.05
1/10/2024 10:00,user_508,Search,Mobile,Europe,274.13,0.69,0,5.83
1/10/2024 10:15,user_369,Help,Desktop,North America,257.51,0.02,1,6.16
1/10/2024 10:30,user_409,Profile,Desktop,North America,98.27,0.22,0,4.39
1/10/2024 10:45,user_824,Checkout,Desktop,Africa,258.71,0.07,0,8.47
1/10/2024 11:00,user_929,Help,Tablet,Asia,324.76,0.57,0,2.26
1/10/2024 11:15,user_934,Profile,Tablet,Europe,18.39,0.76,0,5.77
1/10/2024 11:30,user_117,Checkout,Mobile,Europe,269.25,0.11,0,7.36
1/10/2024 11:45,user_134,Product,Desktop,North America,469.91,0.84,0,9.09
1/10/2024 12:00,user_58,Login,Tablet,Africa,409.63,0.56,0,8.9
1/10/2024 12:15,user_556,Product,Desktop,North America,382.92,0.69,0,5.33
1/10/2024 12:30,user_685,Product,Mobile,North America,546.19,0.97,0,6.61
1/10/2024 12:45,user_672,Help,Mobile,Africa,,0.08,1,4.25
1/10/2024 13:00,user_173,Home,Mobile,Asia,336.44,0.9,0,4.95
1/10/2024 13:15,user_829,Help,Desktop,Europe,473.47,0.13,0,9.11
1/10/2024 13:30,user_815,Search,Tablet,Asia,327.09,0.39,0,9.34
1/10/2024 13:45,user_149,Checkout,Tablet,South America,197.72,0.85,0,9.01
1/10/2024 14:00,user_80,Login,Mobile,South America,86.07,0.91,0,1.81
1/10/2024 14:15,user_886,Help,Tablet,South America,533.1,0.51,0,8.58
1/10/2024 14:30,user_213,Checkout,Mobile,Africa,285.1,0.59,0,9.51
1/10/2024 14:45,user_203,Profile,Desktop,North America,527.48,0.71,0,3.93
1/10/2024 15:00,user_764,Checkout,,Asia,353.58,0.83,0,5.43
1/10/2024 15:15,user_229,Profile,Desktop,Europe,406.14,0.12,0,7.9
1/10/2024 15:30,user_676,Help,Mobile,South America,,0.81,0,5.84
1/10/2024 15:45,user_227,Search,Tablet,Asia,397.2,0.48,0,9.94
1/10/2024 16:00,user_659,Help,Tablet,South America,241.84,0.45,0,
1/10/2024 16:15,user_532,Profile,Mobile,South America,310.61,0.42,0,7.28
1/10/2024 16:30,user_441,Checkout,Tablet,Europe,482.81,0.51,0,8.03
1/10/2024 16:45,user_402,Checkout,,Africa,227.32,0.95,0,5.19
1/10/2024 17:00,user_47,Profile,,North America,235.93,0.55,0,8.64
1/10/2024 17:15,user_233,Product,Desktop,Africa,,0.95,0,5.69
1/10/2024 17:30,user_305,Search,Tablet,Asia,549.18,0.18,0,4.41
1/10/2024 17:45,user_526,Home,Desktop,Africa,59.17,0.72,0,1.52
1/10/2024 18:00,user_143,Login,Mobile,Asia,390.68,0.81,0,4.24
1/10/2024 18:15,user_415,Checkout,Tablet,Asia,250.85,0.68,0,7.47
1/10/2024 18:30,user_513,Login,Tablet,North America,246.34,0.61,0,9.25
1/10/2024 18:45,user_373,Home,Tablet,Europe,409.33,0.56,0,2.89
1/10/2024 19:00,user_566,Help,Mobile,North America,44.92,0.86,0,3.87
1/10/2024 19:15,user_886,Login,Desktop,Africa,358.25,0.82,0,1.96
1/10/2024 19:30,user_259,Home,Desktop,Asia,464.36,0.12,0,7.06
1/10/2024 19:45,user_656,Profile,Tablet,South America,497.79,0.85,0,9.62
1/10/2024 20:00,user_471,Product,Mobile,South America,106.47,0.41,0,
1/10/2024 20:15,user_953,Checkout,Mobile,Asia,538.96,0.25,0,6.36
1/10/2024 20:30,user_971,Home,Mobile,North America,395.41,0.87,0,5.76
1/10/2024 20:45,user_12,Login,Mobile,Europe,529.7,0.43,0,1.34
1/10/2024 21:00,user_330,Checkout,Mobile,North America,293.74,0.81,0,7.43
1/10/2024 21:15,user_736,Product,Desktop,Asia,327.51,0.26,0,
1/10/2024 21:30,user_784,Profile,Desktop,Asia,551.83,0,1,6.78
1/10/2024 21:45,user_968,Help,Desktop,Europe,540.45,0.5,0,9.04
1/10/2024 22:00,user_358,Checkout,Tablet,Africa,271.66,0.1,0,7.95
1/10/2024 22:15,user_972,Help,,Africa,168.28,0.75,0,7.92
1/10/2024 22:30,user_408,Home,Tablet,Europe,238.94,0.28,0,9.31
1/10/2024 22:45,user_668,Product,Mobile,Africa,235.72,0.44,1,9.9
1/10/2024 23:00,user_373,Login,Desktop,South America,175.69,0.09,0,6.02
1/10/2024 23:15,user_8,Product,Tablet,Africa,164.8,0.29,0,
1/10/2024 23:30,user_122,Product,Desktop,Africa,517.33,0.78,0,4.86
1/10/2024 23:45,user_348,Search,Mobile,Africa,46.57,,0,7.98
1/11/2024 0:00,user_676,Product,Mobile,South America,408.18,0.65,1,0.76
1/11/2024 0:15,user_90,Product,Mobile,Africa,107.83,0.92,0,1.04
1/11/2024 0:30,user_648,Checkout,Desktop,South America,209.98,0.68,0,1.14
1/11/2024 0:45,user_698,Login,Mobile,Europe,41.62,0.81,0,7.44
1/11/2024 1:00,user_316,Checkout,Desktop,North America,165.63,0.11,0,5.26
1/11/2024 1:15,user_178,Checkout,Tablet,Europe,462.21,0.25,0,4
1/11/2024 1:30,user_540,Home,Mobile,North America,531.58,0.89,0,1.5
1/11/2024 1:45,user_732,Checkout,,Europe,136.81,0.72,0,7.46
1/11/2024 2:00,user_869,Search,Mobile,North America,280.81,0.64,0,3.55
1/11/2024 2:15,user_41,Search,Tablet,North America,284.84,0.66,0,3.02
1/11/2024 2:30,user_740,Help,Mobile,Asia,524.78,0.41,1,6.7
1/11/2024 2:45,user_704,Home,Desktop,North America,458.87,0.04,0,5.81
1/11/2024 3:00,user_923,Help,Desktop,North America,310.28,0.78,0,3.94
1/11/2024 3:15,user_502,Help,Mobile,Asia,404.09,,0,6.59
1/11/2024 3:30,user_959,Profile,,Africa,509.18,0.47,0,3.08
1/11/2024 3:45,user_145,Login,Tablet,Africa,,0.9,1,8.05
1/11/2024 4:00,user_201,Login,Tablet,Asia,244.72,0.34,0,2.68
1/11/2024 4:15,user_929,Checkout,Tablet,South America,544.81,0.29,0,2.01
1/11/2024 4:30,user_724,Checkout,Mobile,North America,445.49,0.87,0,7.93
1/11/2024 4:45,user_461,Profile,Tablet,North America,327.99,0.8,0,7.22
1/11/2024 5:00,user_732,Checkout,Tablet,Asia,320.14,0.51,1,2.24
1/11/2024 5:15,user_752,Login,Desktop,Asia,211.92,0.13,1,1.6
1/11/2024 5:30,user_925,Help,Tablet,South America,314.71,0.22,0,8.46
1/11/2024 5:45,user_909,Product,Desktop,Africa,394.95,0.66,1,7.88
1/11/2024 6:00,user_558,Search,Desktop,Europe,,0.39,0,3.61
1/11/2024 6:15,user_547,Product,Tablet,Africa,429.92,0.84,0,6.75
1/11/2024 6:30,user_253,Product,Desktop,North America,517.43,0.95,0,1.68
1/11/2024 6:45,user_390,Login,Mobile,Asia,97.04,0.81,0,5.32
1/11/2024 7:00,user_594,Product,Mobile,South America,273.67,0.38,0,
1/11/2024 7:15,user_883,Profile,Tablet,Africa,,0.79,0,4.22
1/11/2024 7:30,user_256,Home,Mobile,South America,414.04,0.35,0,1.21
1/11/2024 7:45,user_709,Checkout,Desktop,Africa,153.67,0.17,0,5.01
1/11/2024 8:00,user_815,Home,Mobile,North America,385.95,0.03,0,4.51
1/11/2024 8:15,user_921,Help,Tablet,Europe,527.11,0.39,0,4.72
1/11/2024 8:30,user_450,Search,Tablet,South America,253.79,0.9,0,0.93
1/11/2024 8:45,user_10,Checkout,Desktop,South America,547.05,,0,3.94
1/11/2024 9:00,user_824,Product,Tablet,Europe,595.93,0.21,0,7.69
1/11/2024 9:15,user_798,Search,Mobile,South America,68.12,0.97,0,4
1/11/2024 9:30,user_242,Checkout,Tablet,South America,143.67,0.03,0,7.29
1/11/2024 9:45,user_251,Profile,Desktop,Africa,570.48,0.79,0,4.01
1/11/2024 10:00,user_877,Profile,Tablet,Africa,575.2,,0,4.52
1/11/2024 10:15,user_5,Profile,Mobile,Europe,63.14,0.04,0,5.86
1/11/2024 10:30,user_119,Profile,Desktop,North America,13.92,0.92,0,9.53
1/11/2024 10:45,user_801,Product,,South America,100.85,0.14,0,1.53
1/11/2024 11:00,user_374,Home,Desktop,North America,597.63,0.55,0,0.81
1/11/2024 11:15,user_65,Checkout,Tablet,Europe,112.1,,0,6.28
1/11/2024 11:30,user_146,Product,Desktop,Europe,304.02,0.07,0,9.52
1/11/2024 11:45,user_224,Profile,Desktop,Africa,509.81,0.05,0,9.9
1/11/2024 12:00,user_239,Help,Tablet,South America,17.14,0.12,0,
1/11/2024 12:15,user_177,Home,Mobile,Asia,,0.07,0,4.95
1/11/2024 12:30,user_779,Help,Tablet,Europe,,0.76,0,6.63
1/11/2024 12:45,user_853,Search,Desktop,South America,518.09,0.49,0,5.78
1/11/2024 13:00,user_282,Help,Tablet,North America,173.66,0.34,0,6.52
1/11/2024 13:15,user_63,Search,Desktop,Africa,,0.42,0,8.8
1/11/2024 13:30,user_217,Search,Tablet,North America,406.16,0.93,0,7.59
1/11/2024 13:45,user_854,Profile,Tablet,Europe,136.79,0.91,0,5.22
1/11/2024 14:00,user_827,Search,Mobile,Europe,25.71,0.72,0,4.89
1/11/2024 14:15,user_795,Login,Desktop,North America,248.5,0.88,0,6.58
1/11/2024 14:30,user_689,Checkout,Mobile,Europe,177.07,0.32,0,4.83
1/11/2024 14:45,user_461,Checkout,Desktop,South America,486.34,0.38,0,4.85
1/11/2024 15:00,user_929,Profile,Tablet,Europe,481.22,0.61,0,0.65
1/11/2024 15:15,user_610,Login,,Africa,276.93,,0,2.15
1/11/2024 15:30,user_105,Help,Mobile,South America,365.87,0.48,0,5.14
1/11/2024 15:45,user_99,Product,,Asia,364.53,0.4,0,8.32
1/11/2024 16:00,user_511,Help,Mobile,Europe,497.16,0.99,0,3.15
1/11/2024 16:15,user_385,Product,Desktop,Europe,257.88,0.82,2,5.47
1/11/2024 16:30,user_405,Search,Mobile,Africa,168.89,0.43,0,3.78
1/11/2024 16:45,user_823,Home,Mobile,Africa,162.7,0.73,0,1.5
1/11/2024 17:00,user_518,Product,Mobile,North America,324.03,0.27,0,9.6
1/11/2024 17:15,user_476,Home,Tablet,North America,272.24,0.1,0,8.62
1/11/2024 17:30,user_977,Checkout,Tablet,North America,266.87,0.35,0,1.25
1/11/2024 17:45,user_709,Home,Desktop,Africa,59.23,0.4,0,7.34
1/11/2024 18:00,user_863,Checkout,Desktop,North America,432.57,0.02,0,3.8
1/11/2024 18:15,user_645,Login,Mobile,North America,132.17,0.81,0,9.95
1/11/2024 18:30,user_870,Login,Tablet,Asia,122.19,0.36,0,3.37
1/11/2024 18:45,user_771,Profile,Mobile,North America,250.59,0.58,0,2.77
1/11/2024 19:00,user_437,Profile,,Europe,140.53,0.07,0,5.89
1/11/2024 19:15,user_23,Search,Tablet,Africa,352.4,0.17,0,8.43
1/11/2024 19:30,user_997,Product,Tablet,South America,226.02,0.89,0,2.33
1/11/2024 19:45,user_565,Search,Tablet,Asia,272.1,0.61,0,7.24
1/11/2024 20:00,user_677,Checkout,Desktop,Africa,324.62,0.95,0,1.08
1/11/2024 20:15,user_714,Search,Desktop,Africa,126.1,,0,9.23
1/11/2024 20:30,user_458,Home,Mobile,Europe,97.67,0.37,0,1.27
1/11/2024 20:45,user_83,Checkout,Desktop,North America,528.85,0.3,1,9.19
1/11/2024 21:00,user_145,Profile,Tablet,Europe,263.07,0.86,0,5.16
1/11/2024 21:15,user_85,Login,Tablet,North America,250.2,1,0,4.76
1/11/2024 21:30,user_78,Profile,Desktop,North America,26.19,0.63,0,9.75
1/11/2024 21:45,user_457,Product,Mobile,Africa,301.3,0.8,0,
1/11/2024 22:00,user_878,Checkout,Mobile,North America,334.73,0.78,0,6.68
1/11/2024 22:15,user_1,Checkout,Desktop,Asia,337.51,0.36,0,1.71
1/11/2024 22:30,user_51,Home,Mobile,Asia,425.68,0.57,0,5.31
1/11/2024 22:45,user_685,Product,Mobile,Asia,110.6,,0,5.53
1/11/2024 23:00,user_717,Login,Mobile,Africa,155.07,0.69,0,5.39
1/11/2024 23:15,user_772,Help,Tablet,Europe,487.38,0.02,0,5.91
1/11/2024 23:30,user_446,Checkout,Tablet,South America,,0.34,0,0.68
1/11/2024 23:45,user_449,Checkout,Desktop,North America,85.88,0.14,0,7.26
1/12/2024 0:00,user_881,Home,Tablet,South America,301.1,0.23,0,7.27
1/12/2024 0:15,user_488,Search,Mobile,Europe,132.43,,0,1.6
1/12/2024 0:30,user_800,Login,Tablet,Europe,40.74,0.04,0,5.92
1/12/2024 0:45,user_34,Profile,Desktop,Africa,198.67,0.22,0,5.9
1/12/2024 1:00,user_348,Product,Tablet,Asia,90.49,0.31,0,6.98
1/12/2024 1:15,user_95,Checkout,Mobile,Asia,427.41,0.62,0,1.31
1/12/2024 1:30,user_72,Checkout,Mobile,Europe,322.57,0.53,0,6.45
1/12/2024 1:45,user_551,Profile,,Africa,90.58,0.22,0,3.17
1/12/2024 2:00,user_154,Login,Tablet,Africa,10.5,0.16,0,5.32
1/12/2024 2:15,user_250,Search,Tablet,North America,485.85,0.24,0,7.85
1/12/2024 2:30,user_674,Checkout,Tablet,Asia,109.84,0.5,0,7.2
1/12/2024 2:45,user_438,Login,Mobile,Europe,365.7,0.27,0,1.63
1/12/2024 3:00,user_118,Profile,Desktop,South America,205.47,0.95,0,6.12
1/12/2024 3:15,user_771,Home,,Asia,353.36,0.46,0,9.71
1/12/2024 3:30,user_891,Search,Mobile,North America,192.81,0.06,0,1.99
1/12/2024 3:45,user_306,Product,Mobile,Africa,56.73,0.73,0,8.6
1/12/2024 4:00,user_268,Checkout,,Europe,137.66,0.33,1,7.17
1/12/2024 4:15,user_961,Login,Tablet,Asia,116.89,0.65,0,7.85
1/12/2024 4:30,user_54,Home,Tablet,South America,259.67,0.28,0,3.18
1/12/2024 4:45,user_236,Product,Tablet,North America,396.68,0.57,0,3.23
1/12/2024 5:00,user_389,Help,Tablet,North America,161.96,0.77,0,9.11
1/12/2024 5:15,user_990,Login,Tablet,Asia,12.18,0.93,0,3.92
