Date,Region,Product_Category,Units_Sold,Revenue,Marketing_Spend,Customer_Satisfaction
2022-10-26 23:52:30.630126024,Europe,Sports,755,8504.78,8298.44,9.9
2022-10-27 05:07:56.015203040,Asia,Home,781,18759.68,6421.4,4.7
2022-10-27 10:23:21.400280056,Europe,Beauty,634,21485.83,8992.76,5.6
2022-10-27 15:38:46.785357072,North America,Home,55,18346.38,6335.85,9.3
2022-10-27 20:54:12.170434084,Europe,Sports,513,40025.55,7434.09,6.9
2022-10-28 02:09:37.555511100,Asia,Clothing,283,26439.86,8380.81,4.8
2022-10-28 07:25:02.940588116,Asia,Sports,564,28818.94,641.92,6.3
2022-10-28 12:40:28.325665132,South America,Electronics,217,42724.17,7782.88,4.7
2022-10-28 17:55:53.710742148,Europe,Home,938,40393.44,6175.69,5.2
2022-10-28 23:11:19.095819164,Asia,Clothing,870,7044.47,788.13,4.3
2022-10-29 04:26:44.480896180,North America,Home,624,35838.77,5134.92,6.6
2022-10-29 09:42:09.865973192,South America,Home,133,22054.09,916.33,8.8
2022-10-29 14:57:35.251050208,North America,Beauty,19,15085.12,7385.88,7.5
2022-10-29 20:13:00.636127224,Europe,Electronics,338,2975.93,5510.37,7.6
2022-10-30 01:28:26.021204240,Europe,Home,196,24618.85,9540.38,5.2
2022-10-30 06:43:51.406281256,Europe,Sports,552,18094.12,1913.04,6.1
2022-10-30 11:59:16.791358272,South America,Sports,677,12949.9,6099.73,9.1
2022-10-30 17:14:42.176435288,Asia,Beauty,69,34886.25,2194.66,4.5
2022-10-30 22:30:07.561512300,South America,Electronics,770,38589.53,6179.24,9.1
2022-10-31 03:45:32.946589316,North America,Electronics,908,12617.08,7254.23,6.9
2022-10-31 09:00:58.331666332,South America,Sports,895,2947.65,7250.81,9.0
2022-10-31 14:16:23.716743348,North America,Clothing,960,42513.26,8169.23,5.9
2022-10-31 19:31:49.101820364,South America,Beauty,791,993.01,8550.15,6.0
2022-11-01 00:47:14.486897380,Asia,Beauty,451,46887.07,864.99,8.5
2022-11-01 06:02:39.871974392,North America,Sports,226,31567.18,3498.34,8.7
2022-11-01 11:18:05.257051408,Europe,Sports,920,16431.41,6902.51,5.4
2022-11-01 16:33:30.642128424,Europe,Clothing,11,12700.66,5036.0,9.8
2022-11-01 21:48:56.027205440,South America,Clothing,545,945.78,1987.69,4.5
2022-11-02 03:04:21.412282456,Europe,Electronics,727,12155.84,5571.82,4.4
2022-11-02 08:19:46.797359472,North America,Beauty,841,7317.55,4133.61,7.6
2022-11-02 13:35:12.182436488,Europe,Beauty,720,30802.23,3961.38,8.3
2022-11-02 18:50:37.567513500,Asia,Sports,365,8744.01,8116.56,9.8
2022-11-03 00:06:02.952590516,Asia,Electronics,635,26667.18,4135.22,6.4
2022-11-03 05:21:28.337667532,South America,Beauty,801,29710.76,361.9,4.2
2022-11-03 10:36:53.722744548,North America,Electronics,676,15253.06,674.83,7.6
2022-11-03 15:52:19.107821564,Asia,Electronics,174,2235.71,8576.82,5.7
2022-11-03 21:07:44.492898580,Asia,Sports,743,2344.07,9609.95,6.6
2022-11-04 02:23:09.877975596,North America,Electronics,100,1804.19,6915.25,6.9
2022-11-04 07:38:35.263052608,Europe,Clothing,176,37086.67,3707.25,4.4
2022-11-04 12:54:00.648129624,Europe,Clothing,968,16241.48,9392.14,6.9
2022-11-04 18:09:26.033206640,South America,Home,216,39916.86,6661.75,6.6
2022-11-04 23:24:51.418283656,Europe,Sports,291,21870.77,8458.9,8.3
2022-11-05 04:40:16.803360672,North America,Home,74,22923.41,7681.94,7.9
2022-11-05 09:55:42.188437688,Asia,Clothing,897,25887.69,3853.48,5.1
2022-11-05 15:11:07.573514700,Europe,Home,525,35795.06,4839.15,5.2
2022-11-05 20:26:32.958591716,South America,Sports,166,14038.39,1942.71,5.5
2022-11-06 01:41:58.343668732,Europe,Sports,770,6518.57,2990.94,5.1
2022-11-06 06:57:23.728745748,North America,Electronics,778,28024.84,7803.44,7.9
2022-11-06 12:12:49.113822764,South America,Beauty,756,16685.39,8950.39,10.0
2022-11-06 17:28:14.498899780,Europe,Electronics,315,22403.32,7272.16,7.9
2022-11-06 22:43:39.883976796,South America,Sports,887,32523.86,4705.22,7.6
2022-11-07 03:59:05.269053808,North America,Clothing,991,24959.22,956.44,6.5
2022-11-07 09:14:30.654130824,Asia,Clothing,404,31203.8,663.78,5.9
2022-11-07 14:29:56.039207840,North America,Electronics,83,27437.9,3805.82,9.5
2022-11-07 19:45:21.424284856,North America,Sports,196,37119.92,4691.84,9.8
2022-11-08 01:00:46.809361872,North America,Clothing,583,35443.86,6130.29,7.0
2022-11-08 06:16:12.194438888,North America,Sports,346,26942.4,164.25,5.7
2022-11-08 11:31:37.579515904,Asia,Clothing,685,34105.7,9898.26,8.6
2022-11-08 16:47:02.964592916,Asia,Sports,577,43741.2,3702.99,4.8
2022-11-08 22:02:28.349669932,South America,Home,632,21897.43,8496.14,8.6
2022-11-09 03:17:53.734746948,Europe,Sports,739,20931.77,5396.17,8.9
2022-11-09 08:33:19.119823964,Asia,Sports,249,38330.16,1391.35,4.7
2022-11-09 13:48:44.504900980,Asia,Electronics,542,29336.41,7995.9,9.9
2022-11-09 19:04:09.889977996,Europe,Home,150,4014.84,7127.29,9.9
2022-11-10 00:19:35.275055008,Asia,Beauty,274,44659.54,5321.62,9.6
2022-11-10 05:35:00.660132024,North America,Electronics,148,2023.76,5194.08,7.0
2022-11-10 10:50:26.045209040,North America,Beauty,468,37545.62,966.05,5.5
2022-11-10 16:05:51.430286056,Europe,Clothing,79,38060.31,6592.9,7.5
2022-11-10 21:21:16.815363072,South America,Beauty,394,47679.0,9121.33,6.5
2022-11-11 02:36:42.200440088,South America,Sports,639,3179.65,1023.12,5.2
2022-11-11 07:52:07.585517104,Europe,Beauty,207,30044.41,2708.76,6.5
2022-11-11 13:07:32.970594116,Europe,Electronics,214,21678.11,9032.85,8.0
2022-11-11 18:22:58.355671132,North America,Electronics,735,16866.33,2915.0,4.4
2022-11-11 23:38:23.740748148,South America,Beauty,577,4970.77,6574.04,6.0
2022-11-12 04:53:49.125825164,Asia,Electronics,808,28351.38,5394.7,4.1
2022-11-12 10:09:14.510902180,North America,Electronics,991,24212.52,6003.64,8.5
2022-11-12 15:24:39.895979196,Europe,Beauty,814,5675.45,4216.31,7.8
2022-11-12 20:40:05.281056212,South America,Home,696,30818.23,3069.92,4.4
2022-11-13 01:55:30.666133224,Asia,Home,868,37028.68,580.48,9.8
2022-11-13 07:10:56.051210240,Asia,Clothing,891,38480.28,7468.38,4.1
2022-11-13 12:26:21.436287256,North America,Electronics,983,45315.97,7486.33,7.5
2022-11-13 17:41:46.821364272,South America,Beauty,649,20768.8,6740.18,8.7
2022-11-13 22:57:12.206441288,South America,Electronics,440,47677.1,6471.97,8.7
2022-11-14 04:12:37.591518304,Europe,Sports,899,43338.76,2512.8,4.2
2022-11-14 09:28:02.976595316,South America,Electronics,334,15176.83,321.21,9.4
2022-11-14 14:43:28.361672332,South America,Electronics,451,8384.51,8106.28,9.5
2022-11-14 19:58:53.746749348,North America,Home,813,22051.78,4962.27,7.4
2022-11-15 01:14:19.131826364,South America,Beauty,297,20393.99,3137.7,6.9
2022-11-15 06:29:44.516903380,Asia,Electronics,235,28998.11,1109.13,4.3
2022-11-15 11:45:09.901980396,North America,Home,73,29377.62,720.94,7.4
2022-11-15 17:00:35.287057412,North America,Clothing,976,37624.36,3553.78,6.5
2022-11-15 22:16:00.672134424,Europe,Home,947,25739.55,8066.9,8.6
2022-11-16 03:31:26.057211440,South America,Home,569,5688.72,9195.37,6.4
2022-11-16 08:46:51.442288456,Europe,Home,723,42985.42,8977.84,8.1
2022-11-16 14:02:16.827365472,Asia,Electronics,507,15833.35,9208.01,4.6
2022-11-16 19:17:42.212442488,North America,Electronics,858,48579.22,9086.48,4.8
2022-11-17 00:33:07.597519504,North America,Clothing,935,6334.08,5319.53,4.8
2022-11-17 05:48:32.982596520,North America,Sports,926,47933.43,2272.21,4.3
2022-11-17 11:03:58.367673532,Asia,Sports,69,5005.08,8000.66,7.2
2022-11-17 16:19:23.752750548,Asia,Sports,406,11936.29,2215.76,8.8
2022-11-17 21:34:49.137827564,Europe,Clothing,266,2805.71,2745.35,7.7
2022-11-18 02:50:14.522904580,Europe,Sports,586,35403.1,2409.22,7.4
2022-11-18 08:05:39.907981596,Europe,Sports,248,42589.79,5198.33,8.1
2022-11-18 13:21:05.293058612,South America,Home,810,21986.52,3286.09,6.0
2022-11-18 18:36:30.678135628,North America,Electronics,47,46461.84,1626.14,6.2
2022-11-18 23:51:56.063212640,North America,Electronics,34,29719.8,4586.42,5.9
2022-11-19 05:07:21.448289656,Europe,Home,419,31685.35,8751.68,8.3
2022-11-19 10:22:46.833366672,North America,Home,470,42348.25,5748.47,5.0
2022-11-19 15:38:12.218443688,Europe,Home,580,15191.61,8795.52,4.1
2022-11-19 20:53:37.603520704,South America,Electronics,997,18036.15,2039.13,7.6
2022-11-20 02:09:02.988597720,South America,Sports,426,45344.62,1753.04,9.7
2022-11-20 07:24:28.373674732,Asia,Home,366,45097.69,5798.21,7.7
2022-11-20 12:39:53.758751748,South America,Clothing,392,48835.9,4686.96,8.7
2022-11-20 17:55:19.143828764,Europe,Home,818,45141.0,6635.71,8.0
2022-11-20 23:10:44.528905780,South America,Beauty,167,6804.92,7966.81,7.0
2022-11-21 04:26:09.913982796,Asia,Home,578,41274.35,7537.94,8.3
2022-11-21 09:41:35.299059812,North America,Electronics,442,20787.0,9428.39,8.9
2022-11-21 14:57:00.684136828,Europe,Home,57,49544.67,4042.74,5.3
2022-11-21 20:12:26.069213840,North America,Beauty,337,23877.91,2143.23,6.0
2022-11-22 01:27:51.454290856,Asia,Clothing,442,27914.89,5554.04,5.3
2022-11-22 06:43:16.839367872,Asia,Sports,440,26723.86,1196.36,6.7
2022-11-22 11:58:42.224444888,Asia,Home,65,16425.98,2959.63,9.3
2022-11-22 17:14:07.609521904,North America,Beauty,586,4213.59,2158.09,6.1
2022-11-22 22:29:32.994598920,North America,Beauty,277,44834.74,4025.98,6.2
2022-11-23 03:44:58.379675936,North America,Clothing,78,40232.45,1201.04,9.2
2022-11-23 09:00:23.764752948,North America,Electronics,737,7406.58,415.23,7.1
2022-11-23 14:15:49.149829964,Asia,Home,911,38950.03,6602.26,7.2
2022-11-23 19:31:14.534906980,Asia,Beauty,610,31479.41,6141.46,9.2
2022-11-24 00:46:39.919983996,Europe,Clothing,458,20752.62,7112.75,6.9
2022-11-24 06:02:05.305061012,Europe,Sports,802,13074.05,6637.83,8.1
2022-11-24 11:17:30.690138028,North America,Beauty,266,43056.57,1231.52,4.5
2022-11-24 16:32:56.075215040,South America,Clothing,681,35159.32,2981.68,5.1
2022-11-24 21:48:21.460292056,South America,Electronics,499,27613.13,1382.31,6.4
2022-11-25 03:03:46.845369072,Asia,Electronics,755,30673.64,8445.43,7.0
2022-11-25 08:19:12.230446088,Asia,Beauty,652,5007.78,7494.35,9.8
2022-11-25 13:34:37.615523104,Asia,Beauty,58,23959.03,2095.12,9.8
2022-11-25 18:50:03.000600120,Europe,Home,668,10088.16,3478.96,9.1
2022-11-26 00:05:28.385677136,Europe,Clothing,325,10814.99,9669.49,5.9
2022-11-26 05:20:53.770754148,Asia,Beauty,422,33234.55,5982.18,9.8
2022-11-26 10:36:19.155831164,Asia,Home,443,45607.18,8031.44,8.1
2022-11-26 15:51:44.540908180,Asia,Home,11,20485.95,2719.45,6.4
2022-11-26 21:07:09.925985196,South America,Beauty,850,10783.59,2179.52,8.2
2022-11-27 02:22:35.311062212,Europe,Electronics,961,32612.97,7860.78,4.1
2022-11-27 07:38:00.696139228,South America,Clothing,154,43623.76,6890.14,4.9
2022-11-27 12:53:26.081216244,South America,Clothing,965,37541.78,6841.68,9.0
2022-11-27 18:08:51.466293256,Asia,Electronics,375,43503.48,5571.08,7.9
2022-11-27 23:24:16.851370272,Asia,Beauty,429,27059.46,5679.43,6.2
2022-11-28 04:39:42.236447288,North America,Clothing,582,37717.87,7383.41,7.0
2022-11-28 09:55:07.621524304,North America,Beauty,794,7433.2,2773.02,9.4
2022-11-28 15:10:33.006601320,South America,Beauty,570,17739.59,3592.41,7.8
2022-11-28 20:25:58.391678336,Europe,Home,853,19782.68,8729.2,6.4
2022-11-29 01:41:23.776755348,Asia,Electronics,453,25809.14,3157.77,4.7
2022-11-29 06:56:49.161832364,Asia,Beauty,925,46489.28,5508.46,5.8
2022-11-29 12:12:14.546909380,South America,Sports,443,43777.68,7056.13,9.9
2022-11-29 17:27:39.931986396,North America,Electronics,652,7159.01,9999.26,6.6
2022-11-29 22:43:05.317063412,Europe,Clothing,564,9053.09,4409.38,6.8
2022-11-30 03:58:30.702140428,North America,Home,66,18203.21,4338.12,7.0
2022-11-30 09:13:56.087217444,North America,Clothing,571,14891.82,8441.62,9.3
2022-11-30 14:29:21.472294456,North America,Clothing,973,30931.16,8074.48,7.6
2022-11-30 19:44:46.857371472,North America,Electronics,986,45187.41,7337.65,8.2
2022-12-01 01:00:12.242448488,Asia,Clothing,187,48133.43,4685.97,6.3
2022-12-01 06:15:37.627525504,Asia,Beauty,302,32853.35,3307.0,4.2
2022-12-01 11:31:03.012602520,North America,Clothing,55,41988.88,6126.43,9.6
2022-12-01 16:46:28.397679536,Europe,Home,179,26497.51,8774.61,9.7
2022-12-01 22:01:53.782756552,South America,Home,280,10812.18,8849.4,9.7
2022-12-02 03:17:19.167833564,Europe,Sports,426,26472.08,1174.13,9.7
2022-12-02 08:32:44.552910580,Europe,Home,857,27976.59,4340.67,8.9
2022-12-02 13:48:09.937987596,Europe,Clothing,148,37251.65,4700.75,8.1
2022-12-02 19:03:35.323064612,North America,Home,256,11384.21,9778.39,9.1
2022-12-03 00:19:00.708141628,Asia,Electronics,157,18731.36,6812.18,7.6
2022-12-03 05:34:26.093218644,Europe,Home,239,18519.36,4131.74,4.8
2022-12-03 10:49:51.478295656,North America,Beauty,801,47992.26,357.97,6.3
2022-12-03 16:05:16.863372672,Europe,Electronics,646,22475.28,5697.31,9.8
2022-12-03 21:20:42.248449688,Europe,Sports,713,37877.15,1051.15,6.1
2022-12-04 02:36:07.633526704,North America,Beauty,383,37665.16,8361.05,9.2
2022-12-04 07:51:33.018603720,Asia,Clothing,89,13644.44,7549.93,4.6
2022-12-04 13:06:58.403680736,Asia,Clothing,615,28807.55,4659.04,6.0
2022-12-04 18:22:23.788757752,South America,Clothing,747,44767.99,4349.19,6.1
2022-12-04 23:37:49.173834764,North America,Beauty,74,24022.29,8983.66,4.3
2022-12-05 04:53:14.558911780,South America,Beauty,97,47283.32,2955.74,4.7
2022-12-05 10:08:39.943988796,South America,Beauty,97,11115.68,2565.3,5.2
2022-12-05 15:24:05.329065812,South America,Electronics,722,4170.88,9398.05,9.0
2022-12-05 20:39:30.714142828,Asia,Electronics,735,44626.97,8111.53,4.4
2022-12-06 01:54:56.099219844,North America,Clothing,213,42460.22,8224.19,5.8
2022-12-06 07:10:21.484296860,South America,Home,922,49633.2,2032.42,4.1
2022-12-06 12:25:46.869373872,North America,Clothing,391,34129.98,1518.63,8.2
2022-12-06 17:41:12.254450888,North America,Sports,610,46866.05,357.69,7.7
2022-12-06 22:56:37.639527904,Asia,Electronics,485,41433.98,2446.71,7.9
2022-12-07 04:12:03.024604920,South America,Beauty,582,42299.1,7764.49,6.2
2022-12-07 09:27:28.409681936,South America,Electronics,792,28672.51,2476.38,5.2
2022-12-07 14:42:53.794758952,North America,Beauty,615,19427.05,7318.12,8.3
2022-12-07 19:58:19.179835968,Europe,Sports,828,46760.62,2593.89,8.9
2022-12-08 01:13:44.564912980,Asia,Sports,548,21889.8,4013.4,4.8
2022-12-08 06:29:09.949989996,Asia,Electronics,223,27171.56,9833.31,6.9
2022-12-08 11:44:35.335067012,Asia,Beauty,83,22582.66,2523.64,5.5
2022-12-08 17:00:00.720144028,Asia,Sports,70,28458.51,3826.07,5.0
2022-12-08 22:15:26.105221044,South America,Clothing,707,23790.0,3080.76,8.4
2022-12-09 03:30:51.490298060,South America,Clothing,552,2874.39,1185.29,7.2
2022-12-09 08:46:16.875375072,Europe,Beauty,228,44161.39,4949.95,5.3
2022-12-09 14:01:42.260452088,Asia,Electronics,21,22497.49,3849.04,5.9
2022-12-09 19:17:07.645529104,Asia,Sports,823,29652.71,6979.38,9.8
2022-12-10 00:32:33.030606120,North America,Electronics,424,7389.8,8194.19,9.1
2022-12-10 05:47:58.415683136,South America,Clothing,41,667.7,5488.07,9.3
2022-12-10 11:03:23.800760152,Asia,Sports,169,12641.86,418.74,6.8
2022-12-10 16:18:49.185837168,Europe,Electronics,246,35377.01,6227.33,7.7
2022-12-10 21:34:14.570914180,Europe,Home,748,5410.13,648.37,6.3
2022-12-11 02:49:39.955991196,South America,Beauty,190,45489.93,6201.93,4.5
2022-12-11 08:05:05.341068212,Europe,Beauty,838,11143.62,6881.8,6.4
2022-12-11 13:20:30.726145228,Europe,Home,567,10627.38,2057.9,7.6
2022-12-11 18:35:56.111222244,South America,Clothing,350,9484.64,8211.53,5.7
2022-12-11 23:51:21.496299260,Asia,Sports,467,1192.09,9119.74,9.1
2022-12-12 05:06:46.881376276,Asia,Beauty,89,38704.37,8149.56,4.9
2022-12-12 10:22:12.266453288,Europe,Home,656,43814.21,3120.58,6.2
2022-12-12 15:37:37.651530304,Europe,Home,781,30901.05,5907.77,4.7
2022-12-12 20:53:03.036607320,Asia,Clothing,996,9815.9,9156.67,6.4
2022-12-13 02:08:28.421684336,South America,Clothing,829,14621.26,3274.58,4.2
2022-12-13 07:23:53.806761352,Europe,Electronics,768,24058.37,8218.28,5.6
2022-12-13 12:39:19.191838368,North America,Beauty,482,47740.12,193.8,6.4
2022-12-13 17:54:44.576915380,South America,Electronics,680,12743.89,136.1,6.9
2022-12-13 23:10:09.961992396,Europe,Home,724,36716.47,7621.15,7.3
2022-12-14 04:25:35.347069412,Europe,Sports,121,22252.69,7638.33,5.6
2022-12-14 09:41:00.732146428,North America,Sports,989,15243.44,7910.87,7.1
2022-12-14 14:56:26.117223444,North America,Clothing,301,23067.84,9307.27,7.1
2022-12-14 20:11:51.502300460,Asia,Sports,959,4024.73,1267.27,5.9
2022-12-15 01:27:16.887377476,South America,Sports,831,40035.02,2396.65,9.0
2022-12-15 06:42:42.272454488,South America,Sports,640,12543.45,9046.88,7.3
2022-12-15 11:58:07.657531504,Asia,Home,392,36407.9,1854.64,6.0
2022-12-15 17:13:33.042608520,South America,Sports,26,3883.24,6854.07,9.7
2022-12-15 22:28:58.427685536,South America,Sports,502,47777.38,5351.58,9.1
2022-12-16 03:44:23.812762552,South America,Sports,340,10054.24,923.62,9.9
2022-12-16 08:59:49.197839568,South America,Electronics,935,44195.73,2924.11,8.2
2022-12-16 14:15:14.582916584,South America,Home,748,40568.92,5251.68,6.3
2022-12-16 19:30:39.967993596,North America,Clothing,882,48409.07,8538.27,5.7
2022-12-17 00:46:05.353070612,South America,Electronics,495,24155.59,7104.63,8.0
2022-12-17 06:01:30.738147628,North America,Beauty,415,36506.17,6256.64,9.9
2022-12-17 11:16:56.123224644,South America,Home,126,18850.18,5010.73,7.8
2022-12-17 16:32:21.508301660,Asia,Home,564,9626.23,3056.97,9.3
2022-12-17 21:47:46.893378676,Europe,Beauty,889,22432.26,1280.52,6.0
2022-12-18 03:03:12.278455688,North America,Beauty,124,8704.58,4149.85,6.4
2022-12-18 08:18:37.663532704,South America,Beauty,804,49111.21,382.33,9.4
2022-12-18 13:34:03.048609720,Asia,Clothing,558,5264.2,2189.45,8.5
2022-12-18 18:49:28.433686736,Europe,Sports,823,29665.98,4381.59,9.9
2022-12-19 00:04:53.818763752,North America,Home,634,31509.96,4244.19,8.6
2022-12-19 05:20:19.203840768,Europe,Sports,556,27134.94,538.52,6.7
2022-12-19 10:35:44.588917784,Asia,Sports,653,33278.2,5931.7,7.2
2022-12-19 15:51:09.973994796,North America,Beauty,345,6250.95,5541.87,9.4
2022-12-19 21:06:35.359071812,Europe,Clothing,345,27973.42,873.23,7.3
2022-12-20 02:22:00.744148828,South America,Electronics,990,14717.02,9437.31,5.5
2022-12-20 07:37:26.129225844,North America,Clothing,931,47038.72,1083.89,6.6
2022-12-20 12:52:51.514302860,Europe,Sports,898,38222.55,8562.86,7.1
2022-12-20 18:08:16.899379876,Asia,Clothing,749,48639.47,103.07,4.6
2022-12-20 23:23:42.284456892,Asia,Beauty,156,2359.03,8834.58,8.5
2022-12-21 04:39:07.669533904,North America,Electronics,131,14614.09,295.23,4.7
2022-12-21 09:54:33.054610920,Europe,Beauty,90,10173.42,7602.34,6.4
2022-12-21 15:09:58.439687936,North America,Electronics,694,1052.15,3680.74,8.8
2022-12-21 20:25:23.824764952,North America,Sports,675,12495.12,7408.35,6.8
2022-12-22 01:40:49.209841968,Europe,Electronics,671,34099.41,4077.28,9.1
2022-12-22 06:56:14.594918984,Europe,Electronics,384,11938.9,801.99,6.1
2022-12-22 12:11:39.979996000,South America,Electronics,579,25695.67,7698.32,9.7
2022-12-22 17:27:05.365073012,Europe,Clothing,72,44447.0,805.4,5.3
2022-12-22 22:42:30.750150028,Asia,Clothing,513,34841.02,9228.99,4.2
2022-12-23 03:57:56.135227044,North America,Sports,677,20034.14,604.64,9.2
2022-12-23 09:13:21.520304060,North America,Electronics,458,18937.21,4845.32,8.5
2022-12-23 14:28:46.905381076,Asia,Home,437,23058.92,7258.04,5.4
2022-12-23 19:44:12.290458092,Europe,Sports,877,9263.55,3993.14,9.9
2022-12-24 00:59:37.675535104,Asia,Electronics,436,31883.04,2250.61,7.0
2022-12-24 06:15:03.060612120,Asia,Electronics,430,18525.56,7615.0,9.7
2022-12-24 11:30:28.445689136,South America,Clothing,331,42692.08,7864.52,7.0
2022-12-24 16:45:53.830766152,Asia,Sports,922,37949.36,9234.68,6.8
2022-12-24 22:01:19.215843168,North America,Electronics,689,30720.4,3824.03,6.7
2022-12-25 03:16:44.600920184,Asia,Electronics,175,18528.01,5111.89,6.0
2022-12-25 08:32:09.985997200,North America,Sports,606,10891.63,3694.97,7.2
2022-12-25 13:47:35.371074212,North America,Home,966,38919.52,2645.11,6.7
2022-12-25 19:03:00.756151228,North America,Sports,658,24577.25,7535.23,4.2
2022-12-26 00:18:26.141228244,Europe,Sports,470,11625.13,3462.55,5.6
2022-12-26 05:33:51.526305260,South America,Home,468,10161.14,4338.68,5.3
2022-12-26 10:49:16.911382276,North America,Sports,198,8687.34,4096.37,9.2
2022-12-26 16:04:42.296459292,North America,Electronics,473,38969.48,7155.35,7.6
2022-12-26 21:20:07.681536308,Europe,Sports,921,11834.87,9186.18,8.6
2022-12-27 02:35:33.066613320,North America,Home,388,26568.79,6700.89,9.7
2022-12-27 07:50:58.451690336,Asia,Beauty,11,22851.54,4768.67,7.9
2022-12-27 13:06:23.836767352,Asia,Sports,627,29190.74,7814.13,9.9
2022-12-27 18:21:49.221844368,South America,Clothing,373,43919.17,6445.62,5.9
2022-12-27 23:37:14.606921384,North America,Electronics,81,43453.5,700.04,5.1
2022-12-28 04:52:39.991998400,Europe,Electronics,436,22828.27,1047.07,6.4
2022-12-28 10:08:05.377075412,Asia,Clothing,647,1260.63,475.38,6.8
2022-12-28 15:23:30.762152428,Europe,Clothing,179,21608.97,4622.48,9.4
2022-12-28 20:38:56.147229444,Europe,Sports,214,30506.58,8275.95,7.4
2022-12-29 01:54:21.532306460,Asia,Clothing,834,28109.36,3199.52,5.8
2022-12-29 07:09:46.917383476,Europe,Beauty,346,32741.14,3903.19,8.5
2022-12-29 12:25:12.302460492,Asia,Home,481,8126.75,9103.82,7.0
2022-12-29 17:40:37.687537508,Europe,Clothing,204,32503.49,8385.34,5.0
2022-12-29 22:56:03.072614520,Asia,Clothing,679,9541.26,6683.98,7.5
2022-12-30 04:11:28.457691536,North America,Beauty,662,37650.94,2741.36,9.5
2022-12-30 09:26:53.842768552,South America,Electronics,284,17284.84,1258.71,9.1
2022-12-30 14:42:19.227845568,Asia,Electronics,16,35639.82,258.98,7.5
2022-12-30 19:57:44.612922584,Asia,Sports,914,2869.35,1159.41,6.3
2022-12-31 01:13:09.997999600,South America,Beauty,988,20689.07,2996.7,4.5
2022-12-31 06:28:35.383076616,Asia,Home,575,35399.21,5562.72,6.8
2022-12-31 11:44:00.768153628,Asia,Home,625,11730.09,733.6,8.5
2022-12-31 16:59:26.153230644,Europe,Beauty,863,39866.71,1448.66,6.2
2022-12-31 22:14:51.538307660,South America,Home,859,31723.6,1892.7,5.4
2023-01-01 03:30:16.923384676,North America,Electronics,582,29584.31,6356.62,9.6
2023-01-01 08:45:42.308461692,Asia,Home,608,18000.67,6196.32,8.9
2023-01-01 14:01:07.693538708,South America,Home,779,24381.35,5552.58,7.8
2023-01-01 19:16:33.078615720,Europe,Beauty,187,30068.79,2579.96,4.8
2023-01-02 00:31:58.463692736,North America,Beauty,251,23886.87,3774.08,4.9
2023-01-02 05:47:23.848769752,South America,Home,212,35066.51,1057.23,4.6
2023-01-02 11:02:49.233846768,North America,Clothing,552,21968.0,2341.96,7.7
2023-01-02 16:18:14.618923784,North America,Beauty,810,10512.52,8987.28,4.7
2023-01-02 21:33:40.004000800,North America,Sports,471,11089.72,9798.95,9.1
2023-01-03 02:49:05.389077816,Asia,Sports,89,787.29,6511.83,10.0
2023-01-03 08:04:30.774154828,Asia,Electronics,532,15397.41,9176.55,6.2
2023-01-03 13:19:56.159231844,Europe,Home,426,37571.42,6463.14,6.7
2023-01-03 18:35:21.544308860,Europe,Clothing,775,39811.05,428.65,8.3
2023-01-03 23:50:46.929385876,South America,Electronics,393,10522.14,9967.95,9.6
2023-01-04 05:06:12.314462892,Europe,Home,400,47972.68,1079.63,9.4
2023-01-04 10:21:37.699539908,North America,Beauty,905,25368.94,6858.15,4.3
2023-01-04 15:37:03.084616924,North America,Sports,808,45890.45,2603.08,5.0
2023-01-04 20:52:28.469693936,Asia,Clothing,697,35484.88,3980.61,8.5
2023-01-05 02:07:53.854770952,North America,Sports,135,36260.45,6494.75,8.1
2023-01-05 07:23:19.239847968,South America,Beauty,503,4709.66,4421.22,4.8
2023-01-05 12:38:44.624924984,North America,Home,56,11389.56,2580.41,7.0
2023-01-05 17:54:10.010002000,North America,Beauty,727,936.33,3411.02,8.7
2023-01-05 23:09:35.395079016,South America,Beauty,485,35948.32,3481.33,5.3
2023-01-06 04:25:00.780156028,Europe,Sports,958,17549.7,9597.31,9.2
2023-01-06 09:40:26.165233044,Europe,Clothing,628,39439.3,8006.27,4.3
2023-01-06 14:55:51.550310060,South America,Beauty,473,17277.34,4639.63,8.7
2023-01-06 20:11:16.935387076,Asia,Sports,796,41057.02,2078.23,7.7
2023-01-07 01:26:42.320464092,North America,Clothing,858,6969.56,8129.06,5.9
2023-01-07 06:42:07.705541108,South America,Home,132,9081.97,1656.11,8.3
2023-01-07 11:57:33.090618124,North America,Home,483,17373.39,2183.58,8.7
2023-01-07 17:12:58.475695136,Asia,Electronics,143,20720.13,3723.53,9.6
2023-01-07 22:28:23.860772152,North America,Sports,628,17760.79,8815.45,6.2
2023-01-08 03:43:49.245849168,South America,Clothing,826,38300.53,1404.69,8.1
2023-01-08 08:59:14.630926184,North America,Beauty,850,5299.09,1310.12,7.6
2023-01-08 14:14:40.016003200,Europe,Home,571,17885.24,4990.35,7.2
2023-01-08 19:30:05.401080216,Asia,Clothing,858,41943.38,2836.46,9.3
2023-01-09 00:45:30.786157232,Asia,Sports,616,3806.46,5730.41,4.0
2023-01-09 06:00:56.171234244,Asia,Electronics,789,47146.0,4571.2,5.7
2023-01-09 11:16:21.556311260,South America,Home,32,49322.68,4406.1,7.2
2023-01-09 16:31:46.941388276,Asia,Clothing,575,4884.12,1208.53,5.1
