Timestamp,User_ID,Page_Visited,Device_Type,Region,Session_Duration,Bounce_Rate,Conversion,Page_Load_Time,Date,Hour,DayOfWeek,Engagement_Score,Converted_Session
2024-01-05 09:45:00,user_896,Home,Desktop,Europe,583.96,0.78,0,6.08,2024-01-05,9,Friday,82.48,Not Converted
2024-01-05 10:00:00,user_392,Login,Mobile,Europe,587.94,0.57,0,5.34,2024-01-05,10,Friday,92.74,Not Converted
2024-01-05 10:15:00,user_135,Login,Mobile,South America,164.62,0.7,0,5.47,2024-01-05,10,Friday,25.44,Not Converted
2024-01-05 10:30:00,user_195,Login,Tablet,Africa,29.38,0.92,0,2.55,2024-01-05,10,Friday,8.28,Not Converted
2024-01-05 10:45:00,user_401,Checkout,Desktop,Europe,424.51,0.71,0,7.33,2024-01-05,10,Friday,50.96,Not Converted
2024-01-05 11:00:00,user_640,Search,Desktop,Africa,273.34,0.37,0,1.31,2024-01-05,11,Friday,118.33,Not Converted
2024-01-05 11:15:00,user_33,Checkout,Desktop,North America,64.95,0.71,0,5.46,2024-01-05,11,Friday,10.05,Not Converted
2024-01-05 11:30:00,user_688,Product,Desktop,Europe,425.98,0.04,0,5.92,2024-01-05,11,Friday,61.56,Not Converted
2024-01-05 11:45:00,user_460,Help,Mobile,Europe,23.55,0.39,0,9.18,2024-01-05,11,Friday,2.31,Not Converted
2024-01-05 12:00:00,user_955,Login,Mobile,South America,522.77,0.41,1,5.5,2024-01-05,12,Friday,80.43,Converted
2024-01-05 12:15:00,user_883,Product,Tablet,Africa,87.5,0.17,0,1.8,2024-01-05,12,Friday,31.25,Not Converted
2024-01-05 12:30:00,user_470,Profile,Mobile,Europe,80.75,0.02,0,5.94,2024-01-05,12,Friday,11.64,Not Converted
2024-01-05 12:45:00,user_375,Home,Mobile,Europe,109.53,0.13,0,1.37,2024-01-05,12,Friday,46.22,Not Converted
2024-01-05 13:00:00,user_22,Help,Tablet,South America,576.36,0.65,0,2.44,2024-01-05,13,Friday,167.55,Not Converted
2024-01-05 13:15:00,user_750,Home,Tablet,South America,417.44,0.8,0,5.46,2024-01-05,13,Friday,64.62,Not Converted
2024-01-05 13:30:00,user_670,Checkout,Tablet,Africa,481.82,0.99,0,5.46,2024-01-05,13,Friday,74.59,Not Converted
2024-01-05 13:45:00,user_38,Help,Mobile,North America,241.59,0.35,0,1.3,2024-01-05,13,Friday,105.04,Not Converted
2024-01-05 14:00:00,user_230,Search,Mobile,North America,205.11,0.6,0,4.96,2024-01-05,14,Friday,34.41,Not Converted
2024-01-05 14:15:00,user_365,Product,Tablet,Asia,144.52,0.94,0,9.36,2024-01-05,14,Friday,13.95,Not Converted
2024-01-05 14:30:00,user_563,Search,Unknown,Europe,294.4,0.17,0,7.34,2024-01-05,14,Friday,35.3,Not Converted
2024-01-05 14:45:00,user_438,Checkout,Tablet,Africa,333.34,0.72,1,1.24,2024-01-05,14,Friday,148.81,Converted
2024-01-05 15:00:00,user_776,Home,Mobile,Europe,380.91,0.75,0,5.46,2024-01-05,15,Friday,58.96,Not Converted
2024-01-05 15:15:00,user_283,Help,Mobile,Africa,157.99,0.09,1,6.9,2024-01-05,15,Friday,20.0,Converted
2024-01-05 15:30:00,user_27,Search,Unknown,Africa,569.45,0.86,0,9.0,2024-01-05,15,Friday,56.95,Not Converted
2024-01-05 15:45:00,user_226,Search,Mobile,Africa,106.01,0.49,0,0.81,2024-01-05,15,Friday,58.57,Not Converted
2024-01-05 16:00:00,user_277,Home,Mobile,Europe,579.56,0.03,0,5.46,2024-01-05,16,Friday,89.72,Not Converted
2024-01-05 16:15:00,user_798,Help,Mobile,South America,13.84,0.09,0,5.84,2024-01-05,16,Friday,2.02,Not Converted
2024-01-05 16:30:00,user_609,Product,Tablet,Europe,291.27,0.05,1,5.69,2024-01-05,16,Friday,43.54,Converted
2024-01-05 16:45:00,user_284,Home,Unknown,Africa,203.35,0.33,0,9.6,2024-01-05,16,Friday,19.18,Not Converted
2024-01-05 17:00:00,user_879,Search,Tablet,Asia,272.23,0.51,0,7.6,2024-01-05,17,Friday,31.65,Not Converted
2024-01-05 17:15:00,user_960,Product,Desktop,North America,344.55,0.49,0,8.58,2024-01-05,17,Friday,35.97,Not Converted
2024-01-05 17:30:00,user_481,Product,Desktop,Africa,264.18,0.27,0,3.86,2024-01-05,17,Friday,54.36,Not Converted
2024-01-05 17:45:00,user_453,Home,Tablet,Asia,251.83,0.91,0,5.77,2024-01-05,17,Friday,37.2,Not Converted
2024-01-05 18:00:00,user_829,Search,Tablet,South America,440.97,0.37,0,6.35,2024-01-05,18,Friday,60.0,Not Converted
2024-01-05 18:15:00,user_816,Checkout,Tablet,Africa,294.4,0.05,1,3.56,2024-01-05,18,Friday,64.56,Converted
2024-01-05 18:30:00,user_659,Search,Mobile,Asia,500.8,0.3,0,5.92,2024-01-05,18,Friday,72.37,Not Converted
2024-01-05 18:45:00,user_516,Login,Desktop,Africa,153.73,0.53,0,2.75,2024-01-05,18,Friday,40.99,Not Converted
2024-01-05 19:00:00,user_547,Help,Tablet,Europe,367.67,0.41,0,1.86,2024-01-05,19,Friday,128.56,Not Converted
2024-01-05 19:15:00,user_192,Profile,Mobile,Asia,353.19,0.27,0,4.05,2024-01-05,19,Friday,69.94,Not Converted
2024-01-05 19:30:00,user_49,Checkout,Desktop,Europe,224.99,0.13,0,7.52,2024-01-05,19,Friday,26.41,Not Converted
2024-01-05 19:45:00,user_512,Product,Mobile,Europe,294.2,0.82,0,9.2,2024-01-05,19,Friday,28.84,Not Converted
2024-01-05 20:00:00,user_17,Checkout,Desktop,Asia,191.7,1.0,0,4.85,2024-01-05,20,Friday,32.77,Not Converted
2024-01-05 20:15:00,user_172,Help,Mobile,North America,89.4,0.33,0,6.61,2024-01-05,20,Friday,11.75,Not Converted
2024-01-05 20:30:00,user_220,Product,Desktop,Asia,132.21,0.38,1,1.48,2024-01-05,20,Friday,53.31,Converted
2024-01-05 20:45:00,user_158,Help,Desktop,North America,67.78,0.62,0,9.09,2024-01-05,20,Friday,6.72,Not Converted
2024-01-05 21:00:00,user_477,Product,Unknown,Africa,411.43,0.72,0,5.9,2024-01-05,21,Friday,59.63,Not Converted
2024-01-05 21:15:00,user_46,Checkout,Tablet,Africa,398.13,0.39,0,7.91,2024-01-05,21,Friday,44.68,Not Converted
2024-01-05 21:30:00,user_373,Product,Unknown,Asia,570.61,0.9,0,8.05,2024-01-05,21,Friday,63.05,Not Converted
2024-01-05 21:45:00,user_518,Product,Tablet,Africa,439.16,0.56,0,2.94,2024-01-05,21,Friday,111.46,Not Converted
2024-01-05 22:00:00,user_99,Login,Mobile,South America,35.97,0.45,0,5.53,2024-01-05,22,Friday,5.51,Not Converted
2024-01-05 22:15:00,user_892,Search,Tablet,Europe,531.13,0.65,0,9.62,2024-01-05,22,Friday,50.01,Not Converted
2024-01-05 22:30:00,user_745,Search,Tablet,Europe,518.29,0.95,1,1.35,2024-01-05,22,Friday,220.55,Converted
2024-01-05 22:45:00,user_37,Profile,Tablet,North America,268.78,0.79,0,6.99,2024-01-05,22,Friday,33.64,Not Converted
2024-01-05 23:00:00,user_280,Profile,Tablet,Africa,353.59,0.04,0,9.64,2024-01-05,23,Friday,33.23,Not Converted
2024-01-05 23:15:00,user_349,Login,Tablet,North America,585.77,0.49,1,3.36,2024-01-05,23,Friday,134.35,Converted
2024-01-05 23:30:00,user_497,Profile,Desktop,Europe,321.72,0.49,0,8.68,2024-01-05,23,Friday,33.24,Not Converted
2024-01-05 23:45:00,user_302,Help,Desktop,Europe,543.67,0.31,0,9.37,2024-01-05,23,Friday,52.43,Not Converted
2024-01-06 00:00:00,user_181,Checkout,Desktop,Africa,54.41,0.7,0,7.6,2024-01-06,0,Saturday,6.33,Not Converted
2024-01-06 00:15:00,user_607,Home,Mobile,South America,118.68,0.83,1,2.7,2024-01-06,0,Saturday,32.08,Converted
2024-01-06 00:30:00,user_99,Help,Unknown,South America,267.25,0.73,0,3.67,2024-01-06,0,Saturday,57.23,Not Converted
2024-01-06 00:45:00,user_700,Home,Desktop,Africa,352.93,0.99,0,0.84,2024-01-06,0,Saturday,191.81,Not Converted
2024-01-06 01:00:00,user_993,Home,Mobile,Africa,490.66,0.27,0,8.4,2024-01-06,1,Saturday,52.2,Not Converted
2024-01-06 01:15:00,user_116,Login,Desktop,North America,593.02,0.87,0,5.46,2024-01-06,1,Saturday,91.8,Not Converted
2024-01-06 01:30:00,user_191,Help,Desktop,Africa,236.37,0.77,0,6.51,2024-01-06,1,Saturday,31.47,Not Converted
2024-01-06 01:45:00,user_253,Login,Tablet,South America,33.21,0.36,0,3.85,2024-01-06,1,Saturday,6.85,Not Converted
2024-01-06 02:00:00,user_981,Product,Mobile,Africa,481.7,0.73,0,1.23,2024-01-06,2,Saturday,216.01,Not Converted
2024-01-06 02:15:00,user_928,Home,Tablet,North America,364.61,0.1,0,7.65,2024-01-06,2,Saturday,42.15,Not Converted
2024-01-06 02:30:00,user_983,Checkout,Tablet,North America,123.13,0.79,0,7.4,2024-01-06,2,Saturday,14.66,Not Converted
2024-01-06 02:45:00,user_161,Profile,Desktop,North America,299.42,0.53,0,9.17,2024-01-06,2,Saturday,29.44,Not Converted
2024-01-06 03:00:00,user_256,Checkout,Tablet,North America,446.67,0.29,0,7.44,2024-01-06,3,Saturday,52.92,Not Converted
2024-01-06 03:15:00,user_323,Profile,Mobile,Asia,463.4,0.66,0,8.37,2024-01-06,3,Saturday,49.46,Not Converted
2024-01-06 03:30:00,user_128,Home,Tablet,Africa,302.27,0.64,0,7.59,2024-01-06,3,Saturday,35.19,Not Converted
2024-01-06 03:45:00,user_18,Home,Tablet,Europe,186.6,0.49,0,6.49,2024-01-06,3,Saturday,24.91,Not Converted
2024-01-06 04:00:00,user_793,Home,Tablet,Africa,584.38,0.03,0,4.56,2024-01-06,4,Saturday,105.1,Not Converted
2024-01-06 04:15:00,user_735,Login,Desktop,Asia,399.7,0.43,0,9.07,2024-01-06,4,Saturday,39.69,Not Converted
2024-01-06 04:30:00,user_566,Help,Mobile,North America,247.9,0.57,0,6.68,2024-01-06,4,Saturday,32.28,Not Converted
2024-01-06 04:45:00,user_570,Profile,Desktop,Asia,171.88,0.88,0,4.28,2024-01-06,4,Saturday,32.55,Not Converted
2024-01-06 05:00:00,user_323,Help,Desktop,South America,440.01,0.93,0,1.29,2024-01-06,5,Saturday,192.14,Not Converted
2024-01-06 05:15:00,user_872,Login,Desktop,South America,149.1,0.53,0,3.26,2024-01-06,5,Saturday,35.0,Not Converted
2024-01-06 05:30:00,user_686,Login,Desktop,Africa,107.17,0.75,1,5.67,2024-01-06,5,Saturday,16.07,Converted
2024-01-06 05:45:00,user_792,Search,Desktop,Africa,320.25,0.44,0,3.12,2024-01-06,5,Saturday,77.73,Not Converted
2024-01-06 06:00:00,user_626,Checkout,Mobile,Europe,177.54,0.49,0,2.6,2024-01-06,6,Saturday,49.32,Not Converted
2024-01-06 06:15:00,user_288,Checkout,Tablet,Europe,379.2,0.2,0,5.51,2024-01-06,6,Saturday,58.25,Not Converted
2024-01-06 06:30:00,user_943,Product,Desktop,South America,75.17,0.37,0,2.11,2024-01-06,6,Saturday,24.17,Not Converted
2024-01-06 06:45:00,user_854,Login,Desktop,North America,394.69,0.63,0,8.1,2024-01-06,6,Saturday,43.37,Not Converted
2024-01-06 07:00:00,user_663,Profile,Mobile,Asia,173.56,0.02,0,5.1,2024-01-06,7,Saturday,28.45,Not Converted
2024-01-06 07:15:00,user_962,Search,Mobile,Europe,5.14,0.72,0,5.95,2024-01-06,7,Saturday,0.74,Not Converted
2024-01-06 07:30:00,user_639,Search,Unknown,Europe,80.53,0.84,0,1.9,2024-01-06,7,Saturday,27.77,Not Converted
2024-01-06 07:45:00,user_155,Help,Mobile,North America,560.5,0.4,0,3.58,2024-01-06,7,Saturday,122.38,Not Converted
2024-01-06 08:00:00,user_490,Checkout,Tablet,North America,521.08,0.45,0,4.4,2024-01-06,8,Saturday,96.5,Not Converted
2024-01-06 08:15:00,user_386,Login,Desktop,Africa,144.0,0.85,0,8.18,2024-01-06,8,Saturday,15.69,Not Converted
2024-01-06 08:30:00,user_986,Product,Desktop,Asia,468.13,0.78,0,7.82,2024-01-06,8,Saturday,53.08,Not Converted
2024-01-06 08:45:00,user_785,Login,Tablet,North America,367.1,0.29,0,2.62,2024-01-06,8,Saturday,101.41,Not Converted
2024-01-06 09:00:00,user_104,Help,Mobile,Europe,582.69,0.32,0,6.35,2024-01-06,9,Saturday,79.28,Not Converted
2024-01-06 09:15:00,user_929,Home,Tablet,Europe,227.3,0.68,0,2.81,2024-01-06,9,Saturday,59.66,Not Converted
2024-01-06 09:30:00,user_393,Login,Mobile,South America,410.47,0.56,0,9.89,2024-01-06,9,Saturday,37.69,Not Converted
2024-01-06 09:45:00,user_811,Help,Desktop,North America,294.4,0.16,0,9.55,2024-01-06,9,Saturday,27.91,Not Converted
2024-01-06 10:00:00,user_246,Home,Mobile,Africa,240.77,0.31,0,5.85,2024-01-06,10,Saturday,35.15,Not Converted
2024-01-06 10:15:00,user_176,Home,Tablet,Asia,578.47,0.9,0,7.14,2024-01-06,10,Saturday,71.07,Not Converted
2024-01-06 10:30:00,user_39,Product,Tablet,Africa,325.69,0.69,0,8.11,2024-01-06,10,Saturday,35.75,Not Converted
2024-01-06 10:45:00,user_477,Profile,Desktop,Europe,176.29,0.99,0,7.35,2024-01-06,10,Saturday,21.11,Not Converted
2024-01-06 11:00:00,user_682,Checkout,Mobile,Africa,76.56,0.77,0,7.15,2024-01-06,11,Saturday,9.39,Not Converted
2024-01-06 11:15:00,user_759,Login,Mobile,Europe,423.6,0.94,0,9.61,2024-01-06,11,Saturday,39.92,Not Converted
2024-01-06 11:30:00,user_538,Home,Mobile,Europe,388.69,0.22,0,6.17,2024-01-06,11,Saturday,54.21,Not Converted
2024-01-06 11:45:00,user_867,Login,Desktop,Europe,227.49,0.77,0,6.54,2024-01-06,11,Saturday,30.17,Not Converted
2024-01-06 12:00:00,user_818,Profile,Mobile,Europe,570.81,0.02,0,8.57,2024-01-06,12,Saturday,59.65,Not Converted
2024-01-06 12:15:00,user_921,Checkout,Tablet,Europe,18.21,0.67,0,5.46,2024-01-06,12,Saturday,2.82,Not Converted
2024-01-06 12:30:00,user_408,Profile,Mobile,South America,185.72,0.47,0,7.46,2024-01-06,12,Saturday,21.95,Not Converted
2024-01-06 12:45:00,user_525,Checkout,Desktop,Africa,553.04,0.35,0,2.72,2024-01-06,12,Saturday,148.67,Not Converted
2024-01-06 13:00:00,user_828,Search,Mobile,South America,195.96,0.86,0,4.03,2024-01-06,13,Saturday,38.96,Not Converted
2024-01-06 13:15:00,user_506,Checkout,Mobile,South America,155.09,0.85,0,1.9,2024-01-06,13,Saturday,53.48,Not Converted
2024-01-06 13:30:00,user_903,Product,Tablet,North America,322.86,0.02,0,5.3,2024-01-06,13,Saturday,51.25,Not Converted
2024-01-06 13:45:00,user_825,Profile,Mobile,North America,495.16,0.61,0,4.83,2024-01-06,13,Saturday,84.93,Not Converted
2024-01-06 14:00:00,user_36,Home,Tablet,North America,66.37,0.37,0,9.97,2024-01-06,14,Saturday,6.05,Not Converted
2024-01-06 14:15:00,user_685,Search,Tablet,Asia,566.1,0.42,0,6.31,2024-01-06,14,Saturday,77.44,Not Converted
2024-01-06 14:30:00,user_20,Product,Desktop,North America,478.07,0.83,0,7.97,2024-01-06,14,Saturday,53.3,Not Converted
2024-01-06 14:45:00,user_321,Login,Tablet,Africa,112.84,0.31,0,3.67,2024-01-06,14,Saturday,24.16,Not Converted
2024-01-06 15:00:00,user_776,Profile,Tablet,South America,428.64,0.94,0,8.4,2024-01-06,15,Saturday,45.6,Not Converted
2024-01-06 15:15:00,user_512,Help,Desktop,Africa,234.05,0.18,0,6.34,2024-01-06,15,Saturday,31.89,Not Converted
2024-01-06 15:30:00,user_400,Help,Tablet,North America,294.4,0.66,0,5.46,2024-01-06,15,Saturday,45.57,Not Converted
2024-01-06 15:45:00,user_654,Home,Desktop,Asia,471.06,0.67,0,3.3,2024-01-06,15,Saturday,109.55,Not Converted
2024-01-06 16:00:00,user_972,Checkout,Mobile,Asia,577.86,0.25,0,5.71,2024-01-06,16,Saturday,86.12,Not Converted
2024-01-06 16:15:00,user_883,Home,Desktop,South America,80.36,0.32,0,6.52,2024-01-06,16,Saturday,10.69,Not Converted
2024-01-06 16:30:00,user_471,Help,Tablet,Africa,255.27,0.83,0,6.1,2024-01-06,16,Saturday,35.95,Not Converted
2024-01-06 16:45:00,user_143,Login,Desktop,Europe,291.16,0.76,0,9.19,2024-01-06,16,Saturday,28.57,Not Converted
2024-01-06 17:00:00,user_92,Search,Tablet,Africa,228.91,0.33,0,9.03,2024-01-06,17,Saturday,22.82,Not Converted
2024-01-06 17:15:00,user_354,Search,Mobile,North America,221.1,0.53,0,9.72,2024-01-06,17,Saturday,20.62,Not Converted
2024-01-06 17:30:00,user_834,Profile,Desktop,Europe,36.1,0.06,0,6.84,2024-01-06,17,Saturday,4.6,Not Converted
2024-01-06 17:45:00,user_800,Search,Mobile,Asia,412.9,0.21,0,9.73,2024-01-06,17,Saturday,38.48,Not Converted
2024-01-06 18:00:00,user_727,Profile,Tablet,South America,264.55,0.49,0,8.41,2024-01-06,18,Saturday,28.11,Not Converted
2024-01-06 18:15:00,user_959,Profile,Tablet,South America,120.9,0.09,0,3.07,2024-01-06,18,Saturday,29.71,Not Converted
2024-01-06 18:30:00,user_854,Profile,Mobile,Asia,490.54,0.84,0,4.56,2024-01-06,18,Saturday,88.23,Not Converted
2024-01-06 18:45:00,user_51,Help,Desktop,North America,482.52,0.72,0,2.76,2024-01-06,18,Saturday,128.33,Not Converted
2024-01-06 19:00:00,user_665,Help,Desktop,Asia,294.4,0.49,0,0.54,2024-01-06,19,Saturday,191.17,Not Converted
2024-01-06 19:15:00,user_698,Checkout,Tablet,North America,182.58,0.69,0,2.29,2024-01-06,19,Saturday,55.5,Not Converted
2024-01-06 19:30:00,user_575,Product,Mobile,Europe,384.67,0.94,1,0.54,2024-01-06,19,Saturday,249.79,Converted
2024-01-06 19:45:00,user_190,Profile,Mobile,Asia,176.45,0.55,0,7.34,2024-01-06,19,Saturday,21.16,Not Converted
2024-01-06 20:00:00,user_125,Profile,Desktop,North America,145.42,0.6,0,4.54,2024-01-06,20,Saturday,26.25,Not Converted
2024-01-06 20:15:00,user_150,Product,Desktop,Europe,439.66,0.98,0,3.47,2024-01-06,20,Saturday,98.36,Not Converted
2024-01-06 20:30:00,user_314,Home,Desktop,Asia,28.99,0.64,0,7.74,2024-01-06,20,Saturday,3.32,Not Converted
2024-01-06 20:45:00,user_570,Profile,Mobile,South America,61.39,0.03,0,8.41,2024-01-06,20,Saturday,6.52,Not Converted
2024-01-06 21:00:00,user_342,Checkout,Desktop,Asia,9.04,0.72,0,9.77,2024-01-06,21,Saturday,0.84,Not Converted
2024-01-06 21:15:00,user_305,Search,Desktop,Africa,96.0,0.91,0,6.6,2024-01-06,21,Saturday,12.63,Not Converted
2024-01-06 21:30:00,user_692,Search,Tablet,Asia,46.05,0.8,0,4.88,2024-01-06,21,Saturday,7.83,Not Converted
2024-01-06 21:45:00,user_682,Login,Desktop,Africa,597.5,0.58,0,3.4,2024-01-06,21,Saturday,135.8,Not Converted
2024-01-06 22:00:00,user_838,Login,Desktop,Europe,176.84,0.67,0,5.46,2024-01-06,22,Saturday,27.37,Not Converted
2024-01-06 22:15:00,user_783,Search,Mobile,Asia,93.81,0.99,0,2.52,2024-01-06,22,Saturday,26.65,Not Converted
2024-01-06 22:30:00,user_54,Search,Unknown,Europe,148.39,0.09,0,4.39,2024-01-06,22,Saturday,27.53,Not Converted
2024-01-06 22:45:00,user_444,Help,Tablet,Europe,561.99,0.67,1,9.92,2024-01-06,22,Saturday,51.46,Converted
2024-01-06 23:00:00,user_613,Checkout,Desktop,North America,314.5,0.28,0,0.51,2024-01-06,23,Saturday,208.28,Not Converted
2024-01-06 23:15:00,user_993,Product,Tablet,Europe,222.07,0.64,0,2.37,2024-01-06,23,Saturday,65.9,Not Converted
2024-01-06 23:30:00,user_264,Login,Mobile,Europe,524.67,0.61,0,2.29,2024-01-06,23,Saturday,159.47,Not Converted
2024-01-06 23:45:00,user_53,Help,Tablet,Asia,294.4,0.15,0,7.31,2024-01-06,23,Saturday,35.43,Not Converted
2024-01-07 00:00:00,user_572,Help,Mobile,Asia,204.33,0.49,0,3.85,2024-01-07,0,Sunday,42.13,Not Converted
2024-01-07 00:15:00,user_620,Product,Tablet,South America,128.33,0.62,0,4.84,2024-01-07,0,Sunday,21.97,Not Converted
2024-01-07 00:30:00,user_5,Help,Tablet,North America,229.79,0.13,0,1.91,2024-01-07,0,Sunday,78.97,Not Converted
2024-01-07 00:45:00,user_103,Checkout,Desktop,Europe,193.43,0.27,0,4.35,2024-01-07,0,Sunday,36.16,Not Converted
2024-01-07 01:00:00,user_196,Search,Tablet,North America,408.0,0.84,0,1.48,2024-01-07,1,Sunday,164.52,Not Converted
2024-01-07 01:15:00,user_774,Profile,Desktop,Africa,177.3,0.33,0,5.56,2024-01-07,1,Sunday,27.03,Not Converted
2024-01-07 01:30:00,user_877,Product,Unknown,Europe,294.4,0.49,0,1.43,2024-01-07,1,Sunday,121.15,Not Converted
2024-01-07 01:45:00,user_992,Search,Desktop,North America,44.21,0.94,0,8.01,2024-01-07,1,Sunday,4.91,Not Converted
2024-01-07 02:00:00,user_884,Search,Desktop,South America,118.82,0.23,0,5.88,2024-01-07,2,Sunday,17.27,Not Converted
2024-01-07 02:15:00,user_350,Home,Tablet,South America,247.41,0.39,0,7.38,2024-01-07,2,Sunday,29.52,Not Converted
2024-01-07 02:30:00,user_47,Product,Mobile,Europe,562.48,0.61,0,4.48,2024-01-07,2,Sunday,102.64,Not Converted
2024-01-07 02:45:00,user_867,Help,Mobile,Africa,229.46,0.76,0,4.12,2024-01-07,2,Sunday,44.82,Not Converted
2024-01-07 03:00:00,user_823,Profile,Mobile,South America,400.12,0.9,0,1.43,2024-01-07,3,Sunday,164.66,Not Converted
2024-01-07 03:15:00,user_936,Product,Tablet,South America,156.78,0.92,0,5.48,2024-01-07,3,Sunday,24.19,Not Converted
2024-01-07 03:30:00,user_820,Help,Desktop,Africa,80.58,0.78,0,5.39,2024-01-07,3,Sunday,12.61,Not Converted
2024-01-07 03:45:00,user_656,Search,Mobile,North America,39.83,0.23,0,4.95,2024-01-07,3,Sunday,6.69,Not Converted
2024-01-07 04:00:00,user_269,Profile,Tablet,South America,186.72,0.02,1,7.53,2024-01-07,4,Sunday,21.89,Converted
2024-01-07 04:15:00,user_370,Help,Desktop,Asia,98.81,0.38,0,8.41,2024-01-07,4,Sunday,10.5,Not Converted
2024-01-07 04:30:00,user_636,Checkout,Mobile,South America,108.54,0.14,0,7.63,2024-01-07,4,Sunday,12.58,Not Converted
2024-01-07 04:45:00,user_106,Help,Desktop,North America,457.65,0.71,1,1.87,2024-01-07,4,Sunday,159.46,Converted
2024-01-07 05:00:00,user_670,Home,Mobile,North America,14.42,0.66,0,6.41,2024-01-07,5,Sunday,1.95,Not Converted
2024-01-07 05:15:00,user_659,Search,Mobile,Europe,336.9,0.04,0,1.26,2024-01-07,5,Sunday,149.07,Not Converted
2024-01-07 05:30:00,user_657,Help,Mobile,Asia,230.78,0.84,0,7.1,2024-01-07,5,Sunday,28.49,Not Converted
2024-01-07 05:45:00,user_120,Login,Desktop,North America,294.4,0.25,0,4.13,2024-01-07,5,Sunday,57.39,Not Converted
2024-01-07 06:00:00,user_831,Login,Tablet,Africa,339.88,0.43,0,1.76,2024-01-07,6,Sunday,123.14,Not Converted
2024-01-07 06:15:00,user_787,Home,Desktop,Asia,294.4,0.67,0,8.69,2024-01-07,6,Sunday,30.38,Not Converted
2024-01-07 06:30:00,user_604,Checkout,Mobile,Asia,180.59,0.43,0,6.33,2024-01-07,6,Sunday,24.64,Not Converted
2024-01-07 06:45:00,user_58,Search,Desktop,Africa,441.37,0.44,0,3.87,2024-01-07,6,Sunday,90.63,Not Converted
2024-01-07 07:00:00,user_951,Product,Tablet,South America,523.41,0.07,0,0.79,2024-01-07,7,Sunday,292.41,Not Converted
2024-01-07 07:15:00,user_346,Home,Desktop,Africa,119.59,0.4,1,5.6,2024-01-07,7,Sunday,18.12,Converted
2024-01-07 07:30:00,user_741,Checkout,Tablet,Africa,294.4,0.76,0,9.27,2024-01-07,7,Sunday,28.67,Not Converted
2024-01-07 07:45:00,user_474,Product,Tablet,South America,539.19,0.92,0,6.17,2024-01-07,7,Sunday,75.2,Not Converted
2024-01-07 08:00:00,user_117,Login,Desktop,South America,213.19,0.41,0,9.73,2024-01-07,8,Sunday,19.87,Not Converted
2024-01-07 08:15:00,user_830,Login,Mobile,South America,333.03,0.42,0,1.8,2024-01-07,8,Sunday,118.94,Not Converted
2024-01-07 08:30:00,user_791,Product,Tablet,South America,218.93,0.7,0,5.9,2024-01-07,8,Sunday,31.73,Not Converted
2024-01-07 08:45:00,user_127,Home,Desktop,South America,79.85,0.94,0,8.08,2024-01-07,8,Sunday,8.79,Not Converted
2024-01-07 09:00:00,user_393,Login,Tablet,Africa,355.65,0.27,0,5.49,2024-01-07,9,Sunday,54.8,Not Converted
2024-01-07 09:15:00,user_908,Search,Mobile,Europe,317.46,0.44,0,1.37,2024-01-07,9,Sunday,133.95,Not Converted
2024-01-07 09:30:00,user_641,Profile,Desktop,Europe,125.78,0.8,0,6.04,2024-01-07,9,Sunday,17.87,Not Converted
2024-01-07 09:45:00,user_58,Help,Desktop,North America,273.86,0.61,0,5.46,2024-01-07,9,Sunday,42.39,Not Converted
2024-01-07 10:00:00,user_634,Product,Desktop,Europe,479.18,0.11,0,5.46,2024-01-07,10,Sunday,74.18,Not Converted
2024-01-07 10:15:00,user_513,Product,Mobile,Europe,356.3,0.63,0,7.73,2024-01-07,10,Sunday,40.81,Not Converted
2024-01-07 10:30:00,user_751,Login,Tablet,Africa,62.67,0.49,1,7.82,2024-01-07,10,Sunday,7.11,Converted
2024-01-07 10:45:00,user_802,Home,Unknown,South America,331.07,0.51,1,6.8,2024-01-07,10,Sunday,42.44,Converted
2024-01-07 11:00:00,user_96,Search,Tablet,South America,423.13,0.53,1,2.55,2024-01-07,11,Sunday,119.19,Converted
2024-01-07 11:15:00,user_638,Home,Tablet,Africa,476.66,0.88,0,4.34,2024-01-07,11,Sunday,89.26,Not Converted
2024-01-07 11:30:00,user_118,Checkout,Mobile,Europe,379.32,0.46,0,7.87,2024-01-07,11,Sunday,42.76,Not Converted
2024-01-07 11:45:00,user_560,Checkout,Desktop,Africa,95.83,0.28,0,9.56,2024-01-07,11,Sunday,9.07,Not Converted
2024-01-07 12:00:00,user_601,Profile,Tablet,North America,427.55,0.23,0,1.25,2024-01-07,12,Sunday,190.02,Not Converted
2024-01-07 12:15:00,user_488,Login,Desktop,South America,408.02,0.87,0,5.59,2024-01-07,12,Sunday,61.92,Not Converted
2024-01-07 12:30:00,user_237,Login,Desktop,Asia,19.53,0.17,0,3.47,2024-01-07,12,Sunday,4.37,Not Converted
2024-01-07 12:45:00,user_885,Login,Mobile,North America,249.99,0.43,0,2.64,2024-01-07,12,Sunday,68.68,Not Converted
2024-01-07 13:00:00,user_897,Profile,Desktop,North America,203.11,0.19,0,5.31,2024-01-07,13,Sunday,32.19,Not Converted
2024-01-07 13:15:00,user_272,Checkout,Desktop,Africa,403.3,0.77,0,6.26,2024-01-07,13,Sunday,55.55,Not Converted
2024-01-07 13:30:00,user_189,Home,Tablet,Europe,133.6,0.47,0,0.59,2024-01-07,13,Sunday,84.03,Not Converted
